Temperature,Humidity,Rainfall,pH,N,P,K,Soil,Crop,Fertilizer
31.02,90.12,28.19,6.62,106.4,13.9,52.8,sandy,muskmelon,Good NPK
31.86,87.14,111.7,6.9,17.2,22.3,13.2,clay loam,orange,Good NPK
10.41,88.42,73.39,5.97,20.8,123.3,201.9,clay loam,grapes,DAP and MOP
29.22,80.4,56.55,6.67,19.4,71.9,17.6,clay loam,mungbean,Urea and DAP
19.07,27.53,106.57,6.28,16.1,67.7,20.0,alluvial,kidneybeans,DAP and MOP
13.29,80.62,66.42,6.94,16.8,120.6,195.6,alluvial,grapes,DAP and MOP
21.21,81.92,195.2,5.56,77.9,39.7,41.7,silty clay,rice,Urea and DAP
22.14,84.86,269.5,6.17,78.8,44.7,37.8,Clayey,rice,Urea and DAP
35.65,94.41,141.51,6.94,48.8,45.1,47.7,alluvial,papaya,Urea and DAP
26.41,53.18,40.91,3.82,21.5,57.5,22.9,laterite,mothbeans,DAP and MOP
26.71,64.37,72.89,6.2,20.7,73.6,23.6,alluvial,blackgram,Good NPK
23.09,88.88,190.54,6.03,69.9,35.6,40.5,Clayey,rice,Urea and DAP
28.16,80.56,49.82,6.91,21.8,55.5,21.9,clay loam,mungbean,Urea and DAP
18.95,22.22,127.23,6.12,24.9,57.6,17.7,alluvial,kidneybeans,DAP and MOP
26.82,65.04,67.58,5.98,17.3,64.8,18.1,alluvial,blackgram,Good NPK
27.24,83.63,64.55,6.66,16.8,63.6,15.6,clay loam,mungbean,Urea and DAP
23.65,89.61,247.26,6.77,74.5,38.3,40.7,laterite,rice,Urea and DAP
19.55,68.01,48.72,6.5,22.2,57.7,23.4,clay loam,lentil,DAP and MOP
32.05,81.76,110.61,5.65,114.5,60.4,45.4,Clayey,banana,Good NPK
17.26,24.4,118.1,6.97,24.1,61.4,19.8,alluvial,kidneybeans,DAP and MOP
26.73,89.05,186.24,5.79,70.9,44.4,38.9,laterite,rice,Urea and DAP
34.4,94.88,145.42,6.18,45.2,37.2,54.9,Clayey,papaya,Urea and DAP
18.49,60.03,80.14,7.11,80.4,50.9,44.0,sandy,maize,Good NPK
16.99,26.9,111.03,5.93,21.4,62.9,22.1,alluvial,kidneybeans,DAP and MOP
26.34,88.29,102.45,6.47,91.6,71.3,49.9,Clayey,banana,Good NPK
24.68,26.78,104.2,6.59,42.9,65.6,65.6,alluvial,chickpea,DAP and MOP
18.83,15.92,65.8,7.95,36.0,74.6,72.1,sandy,chickpea,DAP and MOP
30.38,54.08,102.26,7.19,15.7,15.3,27.6,laterite,mango,Urea and DAP
29.48,92.66,28.26,6.07,95.4,13.7,51.4,sandy,muskmelon,Good NPK
28.0,89.91,47.46,6.71,114.9,11.6,52.5,alluvial,watermelon,Urea and MOP
26.84,64.98,72.31,5.91,21.7,61.6,17.8,alluvial,blackgram,Good NPK
33.46,80.35,112.76,6.75,99.2,61.3,53.5,alluvial,banana,Good NPK
23.55,85.07,181.28,6.98,71.3,41.2,41.7,silty clay,jute,Urea and DAP
27.75,59.29,147.43,6.04,97.0,32.9,31.8,alluvial,coffee,Good NPK
24.09,90.24,166.27,7.48,4.5,5.2,4.9,coastal,coconut,Urea
28.14,78.3,87.13,6.25,134.4,53.6,18.2,clay loam,cotton,Urea and MOP
26.71,57.41,46.75,5.25,18.5,48.2,16.3,alluvial,mothbeans,DAP and MOP
22.81,27.2,80.45,6.99,35.6,73.6,68.8,alluvial,chickpea,DAP and MOP
34.1,85.69,61.24,7.14,19.4,64.8,18.5,sandy,mungbean,Urea and DAP
37.33,92.15,151.36,6.58,48.9,50.1,45.7,Clayey,papaya,Urea and DAP
27.19,45.9,52.12,3.89,17.3,52.5,22.5,alluvial,mothbeans,DAP and MOP
24.9,82.68,88.39,7.13,131.1,58.5,15.8,alluvial,cotton,Urea and MOP
32.65,81.47,63.9,7.04,18.0,72.2,23.6,alluvial,mungbean,Urea and DAP
37.29,86.54,24.34,6.18,101.0,9.3,51.5,sandy,muskmelon,DAP
29.43,78.8,101.53,6.86,103.2,61.5,46.1,clay loam,banana,Good NPK
23.88,94.79,119.67,6.16,19.7,123.0,207.7,laterite,apple,DAP and MOP
26.74,83.75,258.17,5.93,73.0,42.5,40.8,silty clay,rice,Urea and DAP
28.8,90.95,26.84,6.59,100.1,11.6,51.9,sandy,muskmelon,Good NPK
20.82,84.73,251.49,6.41,61.8,36.4,35.0,laterite,rice,Urea and DAP
33.85,82.31,64.87,6.61,21.5,62.0,21.2,clay loam,mungbean,Urea and DAP
26.46,85.25,51.71,6.48,111.2,11.7,54.0,alluvial,watermelon,Urea and MOP
27.37,77.69,81.86,6.57,122.8,56.9,23.1,Clayey,cotton,Urea and MOP
18.35,16.78,98.04,7.42,37.2,64.9,77.4,alluvial,chickpea,DAP and MOP
28.6,84.16,54.27,6.02,95.4,10.8,52.2,clay loam,watermelon,Urea and MOP
16.64,24.43,128.42,6.71,24.8,65.5,24.1,clay loam,kidneybeans,DAP and MOP
28.37,84.78,57.77,6.51,114.2,13.8,51.4,clay loam,watermelon,Urea and MOP
25.59,90.82,179.75,7.06,4.1,4.1,4.9,laterite,coconut,Urea
18.26,67.22,47.01,7.56,24.7,57.6,18.7,alluvial,lentil,DAP and MOP
14.45,88.77,73.07,5.82,20.3,140.8,201.0,alluvial,grapes,DAP and MOP
25.36,86.34,114.88,6.11,22.9,23.0,9.7,alluvial,orange,MOP
20.7,59.65,92.8,6.29,87.2,50.4,41.8,clay loam,maize,Good NPK
23.88,86.12,202.3,6.13,65.6,44.5,42.4,laterite,rice,Urea and DAP
18.61,67.56,107.47,6.37,73.7,45.9,47.7,clay loam,maize,Good NPK
19.24,24.68,89.95,6.19,45.6,60.5,77.3,sandy,chickpea,DAP and MOP
22.73,82.98,184.81,5.65,67.6,40.3,40.0,Clayey,rice,Urea and DAP
29.64,49.8,46.37,4.93,15.9,41.3,23.9,alluvial,mothbeans,DAP and MOP
20.26,81.34,186.78,5.52,76.6,40.7,35.6,Clayey,rice,Urea and DAP
26.16,88.13,56.69,6.61,114.1,15.4,45.5,alluvial,watermelon,Urea and MOP
27.74,90.66,168.53,6.9,5.7,5.6,4.2,sandy,coconut,MOP
23.97,62.12,104.17,7.19,73.4,45.4,47.4,clay loam,maize,Good NPK
25.19,69.97,103.02,6.2,87.5,50.3,49.4,sandy,maize,Good NPK
22.83,66.12,53.02,6.23,19.8,71.7,22.6,clay loam,lentil,DAP and MOP
29.93,60.82,74.44,5.79,24.1,57.5,16.8,laterite,blackgram,Good NPK
26.99,63.34,89.39,6.45,83.4,45.4,45.9,clay loam,maize,Good NPK
21.29,82.09,223.61,6.06,65.5,43.1,42.5,silty clay,rice,Urea and DAP
26.75,81.88,164.3,6.94,72.5,50.5,35.7,Clayey,jute,Urea and DAP
26.2,94.15,174.46,7.05,4.8,4.2,5.7,coastal,coconut,DAP
26.03,51.03,55.6,5.69,23.3,58.4,21.5,laterite,mothbeans,DAP and MOP
27.62,93.51,176.12,5.64,6.0,4.7,4.6,sandy,coconut,MOP
22.63,92.09,114.42,6.62,23.3,60.8,43.7,laterite,pomegranate,Urea and MOP
22.32,64.0,100.85,6.08,70.2,45.7,43.9,sandy,maize,Good NPK
15.11,25.99,92.14,7.52,47.0,71.8,77.5,clay loam,chickpea,DAP and MOP
28.7,86.23,53.13,6.32,97.4,12.6,54.1,alluvial,watermelon,Urea and MOP
28.12,45.24,153.75,5.03,19.1,55.3,15.8,alluvial,pigeonpeas,Good NPK
27.55,86.33,48.65,6.05,106.1,9.5,46.3,clay loam,watermelon,DAP
27.42,72.4,51.69,6.17,18.7,66.4,23.8,clay loam,lentil,DAP and MOP
29.65,90.66,21.78,6.31,97.8,15.1,52.3,coastal,muskmelon,Good NPK
24.37,81.17,236.49,6.91,67.7,40.4,44.1,silty clay,rice,Urea and DAP
25.49,59.28,157.91,6.16,101.8,34.7,26.0,alluvial,coffee,Good NPK
23.62,66.71,48.19,6.4,23.4,65.2,20.3,sandy,lentil,DAP and MOP
27.84,66.94,72.59,5.96,21.9,72.9,21.9,clay loam,blackgram,Good NPK
30.44,92.29,29.81,6.42,103.6,14.1,48.7,sandy,muskmelon,Good NPK
21.81,59.32,107.36,6.73,89.2,48.4,42.3,alluvial,maize,Good NPK
33.03,52.77,150.07,5.28,20.8,70.6,22.5,alluvial,pigeonpeas,Good NPK
26.37,82.98,242.79,6.29,74.5,40.5,39.5,Clayey,rice,Urea and DAP
30.5,59.45,49.81,3.84,24.9,40.8,24.7,sandy,mothbeans,DAP and MOP
35.72,85.38,27.99,6.4,95.9,12.5,49.0,sandy,muskmelon,Good NPK
35.82,94.68,20.37,6.32,108.1,8.2,46.3,alluvial,muskmelon,DAP
14.44,81.71,67.38,5.66,22.3,125.7,195.0,clay loam,grapes,DAP and MOP
21.03,90.09,101.17,6.9,23.6,60.3,40.9,clay loam,pomegranate,Urea and MOP
26.82,84.4,51.16,6.45,112.2,12.3,51.9,alluvial,watermelon,Urea and MOP
26.63,82.91,191.92,6.22,83.0,53.5,44.2,Clayey,jute,Urea and DAP
29.92,83.92,91.77,6.83,134.2,59.6,22.9,alluvial,cotton,Urea and MOP
28.33,84.54,92.44,6.74,130.8,43.4,18.5,clay loam,cotton,Urea and MOP
28.45,61.73,73.82,6.43,21.4,60.5,19.5,clay loam,blackgram,Good NPK
21.65,92.22,100.72,6.92,18.8,59.4,43.2,alluvial,pomegranate,Urea and MOP
18.87,27.07,123.47,5.52,18.1,64.7,20.1,sandy,kidneybeans,DAP and MOP
24.71,29.08,79.19,7.57,37.8,64.2,79.9,alluvial,chickpea,DAP and MOP
36.16,90.43,144.38,6.95,45.4,50.3,46.7,sandy,papaya,Urea and DAP
19.58,21.76,102.83,6.33,44.2,65.9,66.2,sandy,chickpea,DAP and MOP
27.13,81.72,49.82,6.31,110.3,9.6,47.3,sandy,watermelon,DAP
35.07,90.88,25.54,6.32,113.9,10.7,49.4,coastal,muskmelon,Good NPK
25.89,64.64,107.32,6.91,84.7,53.5,41.2,sandy,maize,Good NPK
23.88,57.53,163.82,6.45,106.9,33.6,27.2,clay loam,coffee,Good NPK
34.44,89.96,50.05,6.68,18.7,59.2,22.0,alluvial,mungbean,Urea and DAP
16.25,20.17,96.22,7.29,46.8,64.4,72.5,alluvial,chickpea,DAP and MOP
35.14,94.1,153.94,6.78,47.6,40.9,52.7,alluvial,papaya,Urea and DAP
24.55,62.41,163.06,6.01,106.9,25.9,27.0,alluvial,coffee,Good NPK
25.47,88.28,251.96,6.63,78.5,42.2,35.5,laterite,rice,Urea and DAP
33.79,94.02,24.99,6.01,96.0,15.7,45.7,alluvial,muskmelon,Good NPK
24.87,85.7,235.35,5.65,63.4,40.6,44.4,silty clay,rice,Urea and DAP
24.63,75.47,166.91,6.37,68.2,53.3,35.3,alluvial,jute,Urea and DAP
29.28,84.66,89.77,6.72,129.2,54.8,20.0,Clayey,cotton,Urea and MOP
32.33,55.14,148.68,5.28,18.9,56.4,21.4,clay loam,pigeonpeas,Good NPK
26.56,67.52,67.75,6.35,21.6,67.2,24.2,clay loam,blackgram,Good NPK
37.79,89.64,25.08,6.82,104.5,9.5,51.3,coastal,muskmelon,DAP
26.73,94.35,171.62,7.69,4.0,4.9,4.5,sandy,coconut,Urea
24.19,81.56,185.23,5.73,67.5,44.5,42.3,Clayey,rice,Urea and DAP
28.49,85.82,102.34,6.2,17.6,17.8,15.3,alluvial,orange,Good NPK
27.07,51.54,94.49,6.33,21.4,19.1,27.7,laterite,mango,Urea and DAP
26.86,54.78,103.89,7.49,16.4,19.7,34.4,sandy,mango,Urea and DAP
36.61,93.13,20.91,6.03,109.4,14.0,45.9,sandy,muskmelon,Good NPK
23.13,85.33,204.23,5.86,70.2,40.3,36.1,Clayey,rice,Urea and DAP
22.06,92.01,122.22,5.52,22.3,126.7,196.5,alluvial,apple,DAP and MOP
26.87,84.45,61.26,6.73,21.2,57.4,24.8,sandy,mungbean,Urea and DAP
33.34,92.11,154.8,6.39,53.7,53.6,48.4,Clayey,papaya,Urea and DAP
29.98,87.63,106.16,6.7,105.4,64.1,53.9,Clayey,banana,Good NPK
28.02,60.51,73.53,6.2,24.3,64.2,16.8,laterite,blackgram,Good NPK
29.4,88.89,21.59,6.41,113.3,8.7,52.2,alluvial,muskmelon,DAP
22.94,94.59,122.17,6.52,17.9,139.5,197.3,alluvial,apple,DAP and MOP
27.23,94.26,165.55,7.03,5.8,4.4,6.0,coastal,coconut,DAP
37.62,93.31,150.76,6.89,45.4,40.4,45.5,sandy,papaya,Urea and DAP
26.89,55.09,141.53,6.95,24.6,63.0,23.4,laterite,pigeonpeas,Good NPK
23.47,78.48,167.09,6.9,79.0,51.8,44.3,silty clay,jute,Urea and DAP
21.11,90.81,110.91,6.84,20.9,127.8,209.9,laterite,apple,DAP and MOP
22.85,90.5,116.78,6.38,17.3,120.9,207.1,alluvial,apple,DAP and MOP
23.46,61.36,108.03,6.97,84.1,46.5,45.8,alluvial,maize,Good NPK
28.76,88.21,54.13,6.01,17.0,55.2,15.8,alluvial,mungbean,Urea and DAP
21.28,90.86,118.9,5.52,16.0,134.7,206.7,alluvial,apple,DAP and MOP
22.14,72.62,51.65,7.8,19.2,56.9,16.3,sandy,lentil,DAP and MOP
12.22,87.2,68.95,6.29,22.0,135.6,197.8,alluvial,grapes,DAP and MOP
21.16,82.17,269.62,5.94,65.1,42.0,35.8,silty clay,rice,Urea and DAP
24.08,80.07,46.51,6.24,113.6,10.7,50.0,alluvial,watermelon,Urea and MOP
27.25,73.68,45.61,7.0,16.2,61.5,17.2,clay loam,lentil,DAP and MOP
22.83,90.6,111.17,6.89,18.7,121.0,200.4,clay loam,apple,DAP and MOP
8.19,89.62,69.13,6.19,22.2,121.9,208.7,clay loam,grapes,DAP and MOP
19.6,14.93,67.31,7.99,33.0,56.2,76.7,clay loam,chickpea,DAP and MOP
23.22,56.37,87.97,7.25,74.5,50.4,45.9,sandy,maize,Good NPK
26.25,75.4,113.2,5.52,105.2,66.5,46.6,Clayey,banana,Good NPK
15.36,19.75,108.47,6.8,20.1,59.4,15.4,alluvial,kidneybeans,DAP and MOP
26.29,88.58,107.79,6.66,17.1,19.3,15.5,coastal,orange,Good NPK
26.74,54.58,95.76,7.21,21.1,17.0,27.5,sandy,mango,Urea and DAP
24.15,59.18,155.77,6.4,95.3,33.2,31.4,laterite,coffee,Good NPK
33.14,94.54,154.59,6.82,49.1,53.1,46.6,sandy,papaya,Urea and DAP
12.84,89.95,71.15,6.1,19.2,139.8,202.0,laterite,grapes,DAP and MOP
16.47,88.65,66.41,6.25,24.1,132.6,209.5,alluvial,grapes,DAP and MOP
26.91,91.86,161.42,6.12,5.8,5.9,4.0,laterite,coconut,MOP
24.36,79.16,91.08,6.77,123.3,42.5,19.2,alluvial,cotton,Urea and MOP
20.1,81.99,251.12,6.57,68.5,38.9,37.9,laterite,rice,Urea and DAP
31.19,54.5,146.65,5.94,23.7,62.6,18.7,laterite,pigeonpeas,Good NPK
33.5,63.81,65.08,6.24,22.9,63.1,15.0,laterite,blackgram,Good NPK
16.78,24.97,94.89,7.98,33.5,67.8,72.4,clay loam,chickpea,DAP and MOP
23.6,70.2,47.64,7.22,15.6,74.5,20.4,alluvial,lentil,DAP and MOP
19.38,20.35,124.51,6.56,15.1,69.1,24.7,alluvial,kidneybeans,DAP and MOP
23.92,93.41,120.53,6.13,21.9,123.0,196.0,laterite,apple,DAP and MOP
19.79,90.63,105.43,6.76,19.0,74.1,41.4,alluvial,pomegranate,Urea and MOP
19.86,90.43,113.85,5.64,15.2,68.1,41.2,laterite,pomegranate,Urea and MOP
24.55,76.42,160.29,6.19,76.8,47.3,35.9,silty clay,jute,Urea and DAP
28.24,93.98,24.67,6.52,101.4,11.3,51.3,sandy,muskmelon,Good NPK
26.47,59.6,154.52,6.52,17.7,57.0,16.7,clay loam,pigeonpeas,Good NPK
26.48,85.44,185.95,6.24,77.3,43.3,41.1,alluvial,jute,Urea and DAP
25.19,77.54,174.76,6.82,81.7,40.3,41.8,silty clay,jute,Urea and DAP
31.45,53.51,111.33,6.72,20.6,18.4,28.2,sandy,mango,Urea and DAP
22.24,94.7,100.63,5.99,17.7,64.1,39.7,laterite,pomegranate,Urea and MOP
31.02,59.06,45.0,4.44,21.8,41.5,19.2,laterite,mothbeans,DAP and MOP
31.73,64.97,68.0,6.93,15.7,68.2,23.1,alluvial,blackgram,Good NPK
25.21,82.51,187.28,5.78,60.8,39.0,39.3,laterite,rice,Urea and DAP
25.29,70.6,53.08,6.72,20.2,58.0,15.7,alluvial,lentil,DAP and MOP
30.98,68.7,69.49,6.84,16.3,68.1,15.4,clay loam,blackgram,Good NPK
25.82,58.86,42.56,4.48,20.8,45.1,22.6,laterite,mothbeans,DAP and MOP
8.58,84.02,68.29,5.54,20.8,142.7,209.1,clay loam,grapes,DAP and MOP
27.74,88.3,51.46,6.36,96.8,15.4,49.8,alluvial,watermelon,Urea and MOP
25.14,82.58,58.86,6.67,16.6,74.2,20.4,alluvial,mungbean,Urea and DAP
28.33,79.85,81.87,6.4,130.5,56.8,18.7,clay loam,cotton,Urea and MOP
34.27,92.47,140.98,6.62,53.0,48.0,45.0,Clayey,papaya,Urea and DAP
27.21,86.79,51.48,6.87,105.9,13.9,52.1,alluvial,watermelon,Urea and MOP
34.74,47.31,98.47,7.05,19.1,24.5,26.3,laterite,mango,Urea and DAP
32.96,80.92,113.21,6.24,91.1,74.8,46.3,clay loam,banana,Good NPK
19.16,26.47,126.32,6.85,24.9,62.7,20.7,sandy,kidneybeans,DAP and MOP
32.01,82.85,54.11,6.95,24.7,72.3,21.0,sandy,mungbean,Urea and DAP
29.31,90.71,28.01,6.25,103.0,13.5,54.1,coastal,muskmelon,Good NPK
27.01,95.48,153.89,7.5,5.0,5.0,5.6,laterite,coconut,Urea
20.31,24.51,116.84,6.47,20.8,74.8,17.4,clay loam,kidneybeans,DAP and MOP
22.28,90.98,105.86,6.54,18.0,58.6,35.9,laterite,pomegranate,Urea and MOP
30.18,60.73,67.53,6.44,21.1,58.1,24.6,clay loam,blackgram,Good NPK
33.4,60.17,70.73,5.57,16.8,56.1,20.9,laterite,blackgram,Good NPK
25.53,88.62,47.91,6.89,110.5,14.3,52.1,alluvial,watermelon,Urea and MOP
30.85,80.39,105.45,6.21,96.6,57.4,50.1,clay loam,banana,Good NPK
20.7,93.77,111.58,6.93,15.4,73.2,42.8,clay loam,pomegranate,Urea and MOP
25.94,58.11,159.98,6.5,113.0,32.2,28.5,clay loam,coffee,Good NPK
34.41,92.74,153.73,6.08,50.6,52.2,53.3,alluvial,papaya,Urea and DAP
26.19,80.72,171.42,6.29,68.8,49.4,43.9,Clayey,jute,Urea and DAP
24.52,92.74,157.32,5.82,4.8,4.4,4.7,laterite,coconut,DAP
28.78,94.02,111.69,6.58,20.9,22.8,10.0,clay loam,orange,Good NPK
24.52,94.19,163.59,6.37,4.6,4.3,4.9,laterite,coconut,DAP
28.08,80.86,56.15,6.46,98.8,8.2,50.2,sandy,watermelon,DAP
22.53,90.41,110.14,6.43,21.7,123.3,208.2,laterite,apple,DAP and MOP
33.45,92.57,145.35,6.06,49.0,38.8,52.6,Clayey,papaya,Urea and DAP
28.2,91.22,23.11,6.66,113.1,9.6,45.3,alluvial,muskmelon,DAP
33.29,93.76,22.79,6.46,107.6,9.5,50.1,coastal,muskmelon,DAP
26.37,83.96,84.97,6.38,120.6,51.3,15.7,Clayey,cotton,Urea and MOP
9.85,87.37,67.46,6.55,22.7,140.3,202.4,clay loam,grapes,DAP and MOP
24.95,78.25,179.96,6.12,65.8,46.0,42.9,Clayey,jute,Urea and DAP
23.13,84.85,188.33,6.61,65.2,45.9,36.1,alluvial,jute,Urea and DAP
8.74,80.03,70.03,6.15,15.1,138.8,196.6,clay loam,grapes,DAP and MOP
23.51,73.26,48.98,6.61,24.4,71.1,23.5,alluvial,lentil,DAP and MOP
24.81,85.12,213.96,5.74,66.4,35.9,39.8,Clayey,rice,Urea and DAP
30.88,47.52,98.51,5.91,18.8,24.4,33.2,sandy,mango,Urea and DAP
22.15,66.69,45.11,6.38,17.2,69.6,20.0,clay loam,lentil,DAP and MOP
23.36,91.61,123.77,5.56,17.1,144.2,195.4,laterite,apple,DAP and MOP
33.8,86.49,57.47,7.35,20.8,70.3,19.1,alluvial,mungbean,Urea and DAP
25.89,94.48,170.78,7.41,4.3,5.2,5.8,laterite,coconut,Urea
24.07,88.63,201.3,6.82,62.9,40.1,37.3,laterite,rice,Urea and DAP
26.74,69.16,105.86,6.45,83.9,48.0,49.2,clay loam,maize,Good NPK
25.9,50.91,100.47,6.7,24.8,18.9,25.8,laterite,mango,Urea and DAP
19.89,92.9,106.16,6.59,23.2,65.4,39.6,laterite,pomegranate,Urea and MOP
28.82,78.18,94.75,7.27,116.3,59.3,18.5,alluvial,cotton,Urea and MOP
20.69,67.78,52.24,7.87,18.6,65.5,21.7,alluvial,lentil,DAP and MOP
36.7,88.59,26.99,6.93,107.3,14.8,49.8,coastal,muskmelon,Good NPK
30.64,91.93,100.22,6.94,16.7,24.4,14.9,clay loam,orange,Good NPK
12.44,87.86,68.56,6.92,20.6,142.6,204.0,alluvial,grapes,DAP and MOP
29.44,56.25,50.76,5.09,19.4,58.0,24.6,sandy,mothbeans,DAP and MOP
26.1,62.49,157.37,6.26,95.6,32.6,33.4,alluvial,coffee,Good NPK
23.5,20.12,114.17,6.49,22.7,63.3,23.2,clay loam,kidneybeans,DAP and MOP
18.45,18.31,104.27,5.58,16.2,57.5,23.5,clay loam,kidneybeans,DAP and MOP
29.96,81.32,103.47,6.12,107.4,70.8,48.0,alluvial,banana,Good NPK
27.69,89.03,54.8,6.96,98.5,10.9,47.9,alluvial,watermelon,Urea and MOP
25.35,74.92,48.7,7.26,21.0,57.1,20.1,clay loam,lentil,DAP and MOP
18.1,66.49,49.47,7.55,17.7,75.0,16.8,clay loam,lentil,DAP and MOP
26.31,61.96,158.65,6.35,111.1,27.6,28.0,clay loam,coffee,Good NPK
34.08,52.02,151.41,5.93,17.9,59.2,17.4,clay loam,pigeonpeas,Good NPK
36.14,92.94,151.79,6.54,51.5,49.8,45.0,alluvial,papaya,Urea and DAP
35.35,92.65,149.64,6.26,49.3,36.7,46.0,alluvial,papaya,Urea and DAP
30.83,86.67,101.92,6.33,21.6,22.2,9.2,coastal,orange,MOP
33.42,86.14,48.83,6.49,20.0,58.6,16.1,sandy,mungbean,Urea and DAP
23.34,64.75,98.47,6.46,73.3,49.4,47.2,clay loam,maize,Good NPK
30.97,85.59,28.38,6.14,104.5,14.4,52.4,coastal,muskmelon,Good NPK
32.68,45.41,95.08,5.75,21.9,23.4,29.1,sandy,mango,Urea and DAP
23.66,87.7,236.06,5.82,76.5,38.6,36.3,silty clay,rice,Urea and DAP
33.58,68.45,71.87,6.04,17.7,65.1,22.8,alluvial,blackgram,Good NPK
25.37,80.87,263.88,6.26,74.7,40.3,42.1,Clayey,rice,Urea and DAP
24.74,57.19,97.13,5.71,89.1,54.1,47.2,clay loam,maize,Good NPK
12.43,89.15,69.5,6.23,22.0,137.5,205.6,laterite,grapes,DAP and MOP
20.32,72.09,53.57,7.65,21.6,73.1,16.0,alluvial,lentil,DAP and MOP
24.89,75.44,168.88,6.97,82.6,40.1,35.0,Clayey,jute,Urea and DAP
29.97,76.78,81.8,7.09,119.6,43.1,21.2,clay loam,cotton,Urea and MOP
25.69,63.46,160.66,6.2,112.8,27.5,25.6,alluvial,coffee,Good NPK
28.41,79.86,101.0,6.38,96.9,65.0,46.6,alluvial,banana,Good NPK
31.9,49.82,95.36,5.75,24.2,19.7,25.3,sandy,mango,Urea and DAP
26.85,83.92,46.88,6.92,111.7,12.4,51.2,clay loam,watermelon,Urea and MOP
27.47,94.55,105.9,6.75,24.2,24.1,9.8,clay loam,orange,MOP
27.8,88.8,59.36,6.89,110.7,11.0,46.0,sandy,watermelon,Urea and MOP
30.59,57.43,53.93,5.64,24.0,44.3,23.8,laterite,mothbeans,DAP and MOP
25.85,52.0,152.61,5.96,23.1,61.6,17.1,laterite,pigeonpeas,Good NPK
23.99,83.27,87.46,7.52,132.5,46.0,16.6,alluvial,cotton,Urea and MOP
23.3,79.63,91.69,6.84,117.8,44.4,19.8,alluvial,cotton,Urea and MOP
23.29,92.15,112.53,5.58,18.8,132.5,209.3,laterite,apple,DAP and MOP
22.14,26.23,116.58,6.71,15.7,68.7,17.4,sandy,kidneybeans,DAP and MOP
26.58,77.66,86.87,7.87,133.1,58.4,20.4,Clayey,cotton,Urea and MOP
33.03,47.39,105.6,5.58,19.9,17.7,32.0,laterite,mango,Urea and DAP
22.57,87.44,207.73,6.58,60.4,39.9,36.8,laterite,rice,Urea and DAP
23.45,91.11,121.6,6.01,22.6,130.9,203.4,clay loam,apple,DAP and MOP
14.26,83.44,73.84,6.54,22.2,124.4,203.9,laterite,grapes,DAP and MOP
23.37,90.58,122.32,6.89,16.3,142.6,202.9,alluvial,apple,DAP and MOP
32.76,63.39,67.05,6.35,22.1,55.4,19.2,laterite,blackgram,Good NPK
22.87,94.27,103.98,6.87,21.7,72.3,36.6,alluvial,pomegranate,Urea and MOP
35.02,92.77,150.86,6.94,51.6,49.7,48.7,alluvial,papaya,Urea and DAP
18.94,64.55,80.95,6.91,86.0,47.0,41.7,alluvial,maize,Good NPK
25.32,91.92,167.06,6.15,5.2,4.0,5.6,coastal,coconut,DAP
26.14,51.76,108.02,6.9,15.1,19.3,29.1,sandy,mango,Urea and DAP
23.36,92.31,122.59,7.0,17.4,141.9,198.0,alluvial,apple,DAP and MOP
14.19,89.39,66.9,6.58,16.0,144.6,207.9,laterite,grapes,DAP and MOP
28.96,86.18,102.1,6.38,17.3,24.9,12.5,clay loam,orange,Good NPK
23.57,92.9,113.67,6.5,17.4,59.8,35.8,laterite,pomegranate,Urea and MOP
31.82,59.25,151.01,5.27,16.7,64.7,16.2,alluvial,pigeonpeas,Good NPK
23.8,92.63,105.44,5.95,18.0,70.8,35.3,alluvial,pomegranate,Urea and MOP
29.48,89.71,106.78,6.03,96.0,65.2,48.8,clay loam,banana,Good NPK
31.09,86.53,107.09,6.17,108.3,63.6,51.8,alluvial,banana,Good NPK
29.19,53.99,45.76,5.04,19.9,42.7,17.6,alluvial,mothbeans,DAP and MOP
28.83,66.31,69.38,6.15,16.1,70.6,24.1,clay loam,blackgram,Good NPK
34.7,87.28,60.24,7.38,16.7,62.6,21.2,clay loam,mungbean,Urea and DAP
21.59,26.83,66.42,6.21,31.0,55.8,76.2,sandy,chickpea,DAP and MOP
30.01,65.73,74.38,5.71,19.9,72.4,22.4,alluvial,blackgram,Good NPK
25.76,64.45,161.64,6.26,111.7,28.4,26.7,laterite,coffee,Good NPK
24.32,80.41,94.61,6.45,124.1,54.3,19.0,clay loam,cotton,Urea and MOP
27.39,53.36,110.6,7.07,21.1,16.0,29.5,sandy,mango,Urea and DAP
34.91,91.78,144.77,6.37,53.7,40.9,47.6,alluvial,papaya,Urea and DAP
23.14,93.68,109.49,6.19,24.7,23.8,15.6,clay loam,orange,Good NPK
25.36,81.56,83.72,7.85,118.8,42.1,19.3,clay loam,cotton,Urea and MOP
23.16,92.29,103.63,5.89,22.0,69.2,35.5,laterite,pomegranate,Urea and MOP
15.29,89.77,67.78,6.47,22.6,125.6,196.1,alluvial,grapes,DAP and MOP
25.2,87.09,114.8,5.66,108.0,73.8,45.9,alluvial,banana,Good NPK
23.2,57.48,89.34,5.57,70.7,54.1,42.5,sandy,maize,Good NPK
26.9,94.8,177.61,7.94,4.1,4.0,5.9,coastal,coconut,DAP
33.66,47.47,40.29,4.75,19.5,40.3,17.5,sandy,mothbeans,DAP and MOP
27.46,50.77,110.6,6.05,23.6,22.8,34.3,laterite,mango,Urea and DAP
